"genus"	"species"	"latitude"	"longitude"	"source"
"Serrasalmus"	"Serrasalmus rhombeus"	-11.449	-69.029	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	-11.192	-67.563	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-21.85	-57.967	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-11.276	-69.075	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	4.058	-66.905	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.058	-66.905	"gbif"
"Serrasalmus"	"Serrasalmus gouldingi"	4.058	-66.905	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	3.99	-66.983	"gbif"
"Serrasalmus"	"Serrasalmus gouldingi"	3.99	-66.983	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	3.99	-66.983	"gbif"
"Serrasalmus"	""	4.005	-67.023	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.005	-67.023	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	4.002	-67.009	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	4.002	-67.009	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	4.024	-66.977	"gbif"
"Serrasalmus"	"Serrasalmus gouldingi"	4.024	-66.977	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	4.024	-66.977	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	4.193	-66.749	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	6.362	-64.568	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.959	-67.081	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	3.959	-67.081	"gbif"
"Serrasalmus"	"Serrasalmus gouldingi"	3.96	-67.067	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	3.96	-67.067	"gbif"
"Serrasalmus"	"Serrasalmus manueli"	3.855	-67.04	"gbif"
"Serrasalmus"	"Serrasalmus gouldingi"	3.855	-67.04	"gbif"
"Serrasalmus"	"Serrasalmus altuvei"	3.922	-67.003	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.31	-56.452	"gbif"
"Serrasalmus"	""	4.421	-56.52	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.421	-56.52	"gbif"
"Serrasalmus"	"Serrasalmus eigenmanni"	4.421	-56.52	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-11.78	-73.341	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-20.8	-57.933	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-11.78	-73.341	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-11.192	-67.563	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-20.153	-58.169	"gbif"
"Serrasalmus"	"Serrasalmus elongatus"	-21.85	-57.967	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-21.85	-57.967	"gbif"
"Serrasalmus"	""	-11.192	-67.563	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	-11.449	-69.029	"gbif"
"Serrasalmus"	"Serrasalmus hollandi"	-11.117	-67.567	"gbif"
"Serrasalmus"	""	-14.75	-61.023	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-21.85	-57.967	"gbif"
"Pygopristis"	"Pygopristis denticulata"	3.887	-66.985	"gbif"
"Pygopristis"	"Pygopristis denticulata"	3.94	-67.003	"gbif"
"Pygopristis"	"Pygopristis denticulata"	3.922	-67.003	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-20.8	-57.933	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-11.192	-67.563	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-11.449	-69.029	"gbif"
"Pygocentrus"	"Pygocentrus nattereri"	-20.153	-58.169	"gbif"
"Pristobrycon"	"Pristobrycon careospinus"	3.887	-66.985	"gbif"
"Pristobrycon"	"Pristobrycon careospinus"	3.922	-67.003	"gbif"
"Pristobrycon"	""	-20.8	-57.933	"gbif"
"Pristobrycon"	""	-22.417	-57.833	"gbif"
"Pristobrycon"	""	-11.449	-69.029	"gbif"
"Pristobrycon"	""	-21.85	-57.967	"gbif"
"Pristobrycon"	""	-20.153	-58.169	"gbif"
"Piaractus"	"Piaractus brachypomus"	6.892	-64.798	"gbif"
"Piaractus"	"Piaractus brachypomus"	6.994	-64.914	"gbif"
"Piaractus"	""	-20.8	-57.933	"gbif"
"Piaractus"	""	-20.153	-58.169	"gbif"
"Piaractus"	"Piaractus brachypomus"	-11.78	-73.341	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-11.192	-67.563	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-11.449	-69.029	"gbif"
"Myloplus"	"Myloplus torquatus"	4.005	-67.023	"gbif"
"Myloplus"	"Myloplus rubripinnis"	4.005	-67.023	"gbif"
"Myloplus"	"Myloplus rubripinnis"	6.323	-64.954	"gbif"
"Myloplus"	"Myloplus rubripinnis"	5.934	-64.428	"gbif"
"Myloplus"	"Myloplus asterias"	5.934	-64.428	"gbif"
"Myloplus"	"Myloplus rubripinnis"	3.96	-67.067	"gbif"
"Myloplus"	"Myloplus schomburgkii"	3.96	-67.067	"gbif"
"Mylossoma"	"Mylossoma duriventre"	3.96	-67.067	"gbif"
"Myloplus"	"Myloplus ternetzi"	4.31	-56.452	"gbif"
"Myloplus"	"Myloplus rubripinnis"	4.31	-56.452	"gbif"
"Myloplus"	"Myloplus rhomboidalis"	4.31	-56.452	"gbif"
"Myloplus"	"Myloplus rhomboidalis"	4.215	-56.582	"gbif"
"Myloplus"	"Myloplus rhomboidalis"	4.254	-56.584	"gbif"
"Myloplus"	"Myloplus ternetzi"	4.421	-56.52	"gbif"
"Myloplus"	"Myloplus rhomboidalis"	4.421	-56.52	"gbif"
"Myleus"	""	4.53	-56.568	"gbif"
"Myloplus"	"Myloplus rhomboidalis"	4.53	-56.568	"gbif"
"Myleus"	""	-11.314	-68.75	"gbif"
"Myloplus"	"Myloplus tiete"	-20.8	-57.933	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-11.276	-69.075	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-20.8	-57.933	"gbif"
"Mylossoma"	"Mylossoma duriventre"	-11.78	-73.341	"gbif"
"Myloplus"	"Myloplus tiete"	-21.85	-57.967	"gbif"
"Metynnis"	"Metynnis lippincottianus"	3.956	-67.09	"gbif"
"Metynnis"	"Metynnis hypsauchen"	3.96	-67.067	"gbif"
"Metynnis"	""	3.855	-67.04	"gbif"
"Metynnis"	"Metynnis lippincottianus"	3.887	-66.985	"gbif"
"Metynnis"	"Metynnis hypsauchen"	3.887	-66.985	"gbif"
"Metynnis"	"Metynnis hypsauchen"	3.94	-67.003	"gbif"
"Metynnis"	"Metynnis luna"	3.922	-67.003	"gbif"
"Metynnis"	"Metynnis hypsauchen"	3.922	-67.003	"gbif"
"Metynnis"	"Metynnis mola"	-20.153	-58.169	"gbif"
"Metynnis"	"Metynnis mola"	-21.85	-57.967	"gbif"
"Metynnis"	"Metynnis luna"	-11.192	-67.563	"gbif"
"Metynnis"	"Metynnis mola"	-20.8	-57.933	"gbif"
"Catoprion"	"Catoprion mento"	3.96	-67.067	"gbif"
"Catoprion"	"Catoprion mento"	3.887	-66.985	"gbif"
"Catoprion"	"Catoprion mento"	3.922	-67.003	"gbif"
"Tometes"	"Tometes trilobatus"	3.495556	-52.076944	"gbif"
"Tometes"	"Tometes trilobatus"	2.246667	-52.870833	"gbif"
"Tometes"	"Tometes trilobatus"	3.188056	-52.299444	"gbif"
"Tometes"	"Tometes trilobatus"	3.1725	-52.331944	"gbif"
"Tometes"	"Tometes trilobatus"	2.524722	-52.550556	"gbif"
"Tometes"	"Tometes trilobatus"	2.263056	-52.855556	"gbif"
"Tometes"	"Tometes trilobatus"	3.173056	-52.343333	"gbif"
"Tometes"	"Tometes trilobatus"	3.741389	-51.915833	"gbif"
"Tometes"	"Tometes trilobatus"	3.702778	-51.973333	"gbif"
"Tometes"	"Tometes trilobatus"	3.091944	-52.338611	"gbif"
"Tometes"	"Tometes trilobatus"	3.1975	-52.3	"gbif"
"Tometes"	"Tometes trilobatus"	2.9575	-52.381111	"gbif"
"Tometes"	"Tometes trilobatus"	3.178333	-52.474167	"gbif"
"Tometes"	"Tometes trilobatus"	3.495556	-52.076944	"gbif"
"Tometes"	"Tometes trilobatus"	3.1725	-52.331944	"gbif"
"Tometes"	"Tometes trilobatus"	3.702778	-51.973333	"gbif"
"Tometes"	"Tometes trilobatus"	3.668056	-51.987222	"gbif"
"Tometes"	"Tometes trilobatus"	3.183056	-52.333056	"gbif"
"Tometes"	"Tometes trilobatus"	3.173333	-52.353889	"gbif"
"Tometes"	"Tometes trilobatus"	3.188056	-52.299444	"gbif"
"Tometes"	"Tometes trilobatus"	3.951111	-51.783611	"gbif"
"Tometes"	"Tometes trilobatus"	3.886944	-51.801389	"gbif"
"Tometes"	"Tometes trilobatus"	3.851944	-51.831667	"gbif"
"Tometes"	"Tometes trilobatus"	3.178333	-52.474167	"gbif"
"Tometes"	"Tometes trilobatus"	3.160833	-52.588611	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-7.283333	-62.366667	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-7.5	-70.25	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-12.5	-64.25	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-12.516667	-64.316667	"gbif"
"Serrasalmus"	"Serrasalmus spilopleura"	-13.55	-61	"gbif"
"Serrasalmus"	"Serrasalmus serrulatus"	-7.283333	-62.366667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-13.25	-50.6	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-7.283333	-62.366667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-7.283333	-62.366667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-9.333333	-68.75	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-12.516667	-64.316667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-12.533333	-64.216667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-13.55	-61	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-13.533333	-61.1	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	6.35	-58.683333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	6.35	-58.683333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.5	-63.5	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.722778	-54.434444	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.017222	-54.441944	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.19	-54.325556	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.350556	-53.6675	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.316111	-53.6575	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.510556	-53.253056	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.417222	-53.254722	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.374444	-53.850278	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.489444	-53.713889	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.416667	-53.433333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.136667	-53.539722	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.048056	-53.797778	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.600556	-53.811389	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.338333	-53.831111	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.622222	-54.363611	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.153333	-54.345833	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.086111	-54.413333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.707778	-53.924444	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.781389	-53.659167	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.781389	-53.659167	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.9425	-53.793333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	5.171111	-53.663889	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.311944	-54.061944	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.110833	-54.341944	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.311944	-54.061944	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.806944	-54.170833	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.758333	-54.105556	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.400556	-53.930833	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.237778	-54.152778	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.661667	-53.9625	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.326111	-54.388333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.3775	-54.437778	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.023333	-54.321667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.903889	-54.253889	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.279444	-54.396389	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.484167	-54.441667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.532778	-54.443889	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.110833	-54.341944	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.424722	-54.433333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.622222	-54.363611	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	3.652778	-54.013333	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	4.378056	-54.343889	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.483056	-73.086667	"gbif"
"Serrasalmus"	"Serrasalmus rhombeus"	-3.756389	-73.290833	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-12.533333	-64.333333	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	-12.516667	-64.316667	"gbif"
"Serrasalmus"	"Serrasalmus marginatus"	8.666667	-61.966667	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.722778	-54.434444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.017222	-54.441944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.19	-54.325556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.153333	-54.345833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.466944	-52.060278	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.475278	-52.0575	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.429167	-52.157778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.495278	-52.048056	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.600833	-53.816389	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.199722	-52.366944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.4	-51.916944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.486944	-53.708056	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.484167	-53.686389	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.489444	-53.713889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.374444	-53.850278	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.324167	-53.834722	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.600556	-53.811389	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.338333	-53.831111	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.492778	-52.030278	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.504444	-52.022222	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.993056	-52.577222	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.182778	-52.366944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.006111	-52.609444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.622222	-54.363611	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.746944	-52.637222	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.153333	-54.345833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.1275	-52.379167	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.889444	-52.576389	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.329722	-52.124444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.086111	-54.413333	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.017222	-54.441944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.311944	-54.061944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.178333	-52.474167	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.882778	-52.582778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.199722	-52.366944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.5	-52.049722	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.616944	-52.682778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.616944	-52.682778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.032778	-52.566944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.05	-52.7	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3	-52.333056	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.929167	-52.005556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.924722	-51.9175	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.902778	-51.7925	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.326111	-54.388333	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.3775	-54.437778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.850278	-54.4675	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.279444	-54.396389	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.017222	-54.441944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.758333	-54.105556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.649167	-54.434444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.424722	-54.433333	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.226944	-54.303889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.118056	-54.368333	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.086111	-54.413333	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	5.153333	-54.345833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.484167	-54.441667	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.110833	-54.341944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.532778	-54.443889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.903889	-54.253889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.110833	-54.341944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.199722	-52.4	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.722778	-54.434444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.78	-52.486111	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.117222	-52.340833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.9575	-52.381111	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.746944	-52.637222	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.006111	-52.609444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.082778	-52.406111	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.993056	-52.577222	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.156389	-52.406667	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.021389	-52.560556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.198611	-52.438889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.741111	-52.970278	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.981667	-52.561944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.981667	-52.561944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.0375	-52.659444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.259444	-52.265833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.374167	-52.661111	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.374167	-52.661111	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.3325	-52.746111	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.475	-52.604444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.441667	-52.635833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.895833	-52.664722	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.552778	-52.704444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.618889	-52.668611	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.995	-52.798889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.413056	-51.936944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.485278	-51.952778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.413056	-51.936944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.665556	-52.720556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.200278	-52.369167	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.618889	-52.668611	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.8825	-52.546111	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.200278	-52.369167	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.1275	-52.379167	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.033056	-52.648889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.021389	-52.560556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.065278	-52.729444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.020556	-52.634722	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.591944	-52.04	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.434444	-52.127778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.160833	-52.588611	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.117222	-52.661944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.608611	-52.711667	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.259444	-52.265833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.054167	-52.338333	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.753611	-52.479722	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.225278	-52.423889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.246667	-52.870833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.170278	-52.536111	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.591667	-52.530278	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.246667	-52.870833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.246667	-52.870833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.591667	-52.530278	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.009722	-52.363056	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.083056	-52.329167	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.091944	-52.338611	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.054167	-52.338333	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.259444	-52.265833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.195278	-52.396944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.225278	-52.423889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.117222	-52.340833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.524722	-52.550556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.581389	-52.529167	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.263056	-52.855556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.263056	-52.855556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.263056	-52.855556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.278889	-52.866389	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.246667	-52.870833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.925556	-52.604444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.434722	-52.117778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.501944	-52.0725	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.594444	-52.018889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.275	-52.273056	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.495556	-52.076944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.889444	-52.576389	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.889444	-52.576389	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.329722	-52.124444	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.668056	-51.987222	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.764444	-52.58	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.259444	-52.265833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.893611	-52.411389	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.288333	-52.2025	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.34	-52.1725	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.246667	-52.870833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.246667	-52.870833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.707222	-52.643889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	2.626389	-52.700278	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.636667	-53.072222	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.920278	-51.821667	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.794167	-52.663056	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.311944	-54.061944	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.806944	-54.170833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.758333	-54.105556	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.400556	-53.930833	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.45	-52.0925	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.237778	-54.152778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.661667	-53.9625	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.326111	-54.388333	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.903889	-54.253889	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.3775	-54.437778	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	4.023333	-54.321667	"gbif"
"Serrasalmus"	"Serrasalmus humeralis"	3.806944	-54.170833	"gbif"
